mutation_id,is_baseline,is_denovo,is_false,mutation_type,cells_with_mutation
m10225,False,True,False,De Novo,199
m10226,False,True,False,De Novo,285
m10227,False,True,False,De Novo,174
m10228,False,True,False,De Novo,197
m10229,False,True,False,De Novo,212
m10230,False,True,False,De Novo,326
m10231,False,True,False,De Novo,164
m10234,False,True,False,De Novo,189
m10235,False,True,False,De Novo,408
m10236,False,True,False,De Novo,188
m10237,False,True,False,De Novo,186
m10238,False,True,False,De Novo,247
m10240,False,True,False,De Novo,191
m10242,False,True,False,De Novo,190
m10243,False,True,False,De Novo,178
m10245,False,True,False,De Novo,195
m10246,False,True,False,De Novo,186
m10247,False,True,False,De Novo,327
m10248,False,True,False,De Novo,217
m10249,False,True,False,De Novo,193
m10251,False,True,False,De Novo,265
m10252,False,True,False,De Novo,188
m10253,False,True,False,De Novo,215
m10256,False,True,False,De Novo,224
m10257,False,True,False,De Novo,244
m10259,False,True,False,De Novo,183
m10260,False,True,False,De Novo,742
m10261,False,True,False,De Novo,185
m10262,False,True,False,De Novo,204
m10263,False,True,False,De Novo,173
m10264,False,True,False,De Novo,196
m10265,False,True,False,De Novo,167
m10266,False,True,False,De Novo,192
m10267,False,True,False,De Novo,259
m10268,False,True,False,De Novo,196
m10269,False,True,False,De Novo,204
m10270,False,True,False,De Novo,278
m10271,False,True,False,De Novo,710
m10272,False,True,False,De Novo,738
m10273,False,True,False,De Novo,217
m10274,False,True,False,De Novo,211
m10275,False,True,False,De Novo,170
m10276,False,True,False,De Novo,213
m10277,False,True,False,De Novo,237
m10278,False,True,False,De Novo,286
m10279,False,True,False,De Novo,196
m10281,False,True,False,De Novo,319
m10282,False,True,False,De Novo,199
m10284,False,True,False,De Novo,185
m10285,False,True,False,De Novo,245
m10286,False,True,False,De Novo,501
m10287,False,True,False,De Novo,193
m10288,False,True,False,De Novo,271
m10292,False,True,False,De Novo,362
m10293,False,True,False,De Novo,227
m10294,False,True,False,De Novo,184
m10296,False,True,False,De Novo,273
m10297,False,True,False,De Novo,172
m10299,False,True,False,De Novo,163
m10300,False,True,False,De Novo,261
m10301,False,True,False,De Novo,175
m10302,False,True,False,De Novo,194
m10303,False,True,False,De Novo,166
m10304,False,True,False,De Novo,269
m10305,False,True,False,De Novo,206
m10306,False,True,False,De Novo,269
m10308,False,True,False,De Novo,181
m10309,False,True,False,De Novo,175
m10310,False,True,False,De Novo,199
m10311,False,True,False,De Novo,176
m10315,False,True,False,De Novo,193
m10316,False,True,False,De Novo,182
m10317,False,True,False,De Novo,219
m10318,False,True,False,De Novo,191
m10320,False,True,False,De Novo,191
m10322,False,True,False,De Novo,214
m10323,False,True,False,De Novo,396
m10324,False,True,False,De Novo,245
m10325,False,True,False,De Novo,189
m10326,False,True,False,De Novo,172
m10327,False,True,False,De Novo,195
m10328,False,True,False,De Novo,214
m10329,False,True,False,De Novo,218
m10331,False,True,False,De Novo,186
m10332,False,True,False,De Novo,165
m10333,False,True,False,De Novo,192
m10334,False,True,False,De Novo,191
m10336,False,True,False,De Novo,209
m10337,False,True,False,De Novo,222
m10338,False,True,False,De Novo,277
m10339,False,True,False,De Novo,184
m10341,False,True,False,De Novo,180
m10342,False,True,False,De Novo,221
m10344,False,True,False,De Novo,189
m10345,False,True,False,De Novo,231
m10346,False,True,False,De Novo,207
m10348,False,True,False,De Novo,504
m10349,False,True,False,De Novo,205
m10351,False,True,False,De Novo,168
m10353,False,True,False,De Novo,192
m10354,False,True,False,De Novo,191
m10356,False,True,False,De Novo,213
m10358,False,True,False,De Novo,193
m10360,False,True,False,De Novo,169
m10361,False,True,False,De Novo,214
m10362,False,True,False,De Novo,195
m10363,False,True,False,De Novo,195
m10364,False,True,False,De Novo,200
m10365,False,True,False,De Novo,188
m10369,False,True,False,De Novo,232
m10370,False,True,False,De Novo,234
m10371,False,True,False,De Novo,373
m10372,False,True,False,De Novo,172
m10374,False,True,False,De Novo,190
m10376,False,True,False,De Novo,177
m10378,False,True,False,De Novo,219
m10380,False,True,False,De Novo,161
m10381,False,True,False,De Novo,166
m10382,False,True,False,De Novo,291
m10383,False,True,False,De Novo,203
m10384,False,True,False,De Novo,392
m10385,False,True,False,De Novo,272
m10386,False,True,False,De Novo,193
m10387,False,True,False,De Novo,181
m10388,False,True,False,De Novo,174
m10389,False,True,False,De Novo,204
m10390,False,True,False,De Novo,191
m10391,False,True,False,De Novo,186
m10392,False,True,False,De Novo,204
m10393,False,True,False,De Novo,214
m10396,False,True,False,De Novo,172
m10397,False,True,False,De Novo,203
m10398,False,True,False,De Novo,238
m10399,False,True,False,De Novo,290
m10400,False,True,False,De Novo,172
m10402,False,True,False,De Novo,316
m10403,False,True,False,De Novo,176
m10404,False,True,False,De Novo,160
m10405,False,True,False,De Novo,313
m10406,False,True,False,De Novo,171
m10407,False,True,False,De Novo,195
m10410,False,True,False,De Novo,277
m10411,False,True,False,De Novo,188
m10412,False,True,False,De Novo,264
m10413,False,True,False,De Novo,173
m10414,False,True,False,De Novo,174
m10416,False,True,False,De Novo,174
m10417,False,True,False,De Novo,674
m10418,False,True,False,De Novo,225
m10419,False,True,False,De Novo,161
m10420,False,True,False,De Novo,220
m10421,False,True,False,De Novo,276
m10423,False,True,False,De Novo,191
m10425,False,True,False,De Novo,240
m10426,False,True,False,De Novo,178
m10427,False,True,False,De Novo,191
m10428,False,True,False,De Novo,198
m10429,False,True,False,De Novo,190
m10430,False,True,False,De Novo,173
m10432,False,True,False,De Novo,172
m10433,False,True,False,De Novo,207
m10435,False,True,False,De Novo,188
m10438,False,True,False,De Novo,175
m10439,False,True,False,De Novo,205
m10441,False,True,False,De Novo,298
m10442,False,True,False,De Novo,250
m10444,False,True,False,De Novo,179
m10445,False,True,False,De Novo,194
m10446,False,True,False,De Novo,167
m10448,False,True,False,De Novo,323
m10449,False,True,False,De Novo,214
m10450,False,True,False,De Novo,227
m10451,False,True,False,De Novo,204
m10452,False,True,False,De Novo,262
m10453,False,True,False,De Novo,197
m10454,False,True,False,De Novo,217
m10455,False,True,False,De Novo,193
m10456,False,True,False,De Novo,186
m10457,False,True,False,De Novo,168
m10458,False,True,False,De Novo,200
m10459,False,True,False,De Novo,175
m10460,False,True,False,De Novo,198
m10461,False,True,False,De Novo,168
m10462,False,True,False,De Novo,182
m10464,False,True,False,De Novo,189
m10465,False,True,False,De Novo,194
m10466,False,True,False,De Novo,172
m10468,False,True,False,De Novo,196
m10469,False,True,False,De Novo,269
m10470,False,True,False,De Novo,195
m10471,False,True,False,De Novo,200
m10472,False,True,False,De Novo,161
m10473,False,True,False,De Novo,268
m10474,False,True,False,De Novo,173
m10475,False,True,False,De Novo,282
m10476,False,True,False,De Novo,193
m10477,False,True,False,De Novo,178
m10479,False,True,False,De Novo,214
m10481,False,True,False,De Novo,175
m10482,False,True,False,De Novo,182
m10483,False,True,False,De Novo,175
m10484,False,True,False,De Novo,189
m10486,False,True,False,De Novo,198
m10487,False,True,False,De Novo,210
m10488,False,True,False,De Novo,313
m10489,False,True,False,De Novo,176
m10491,False,True,False,De Novo,362
m10492,False,True,False,De Novo,403
m10493,False,True,False,De Novo,216
m10494,False,True,False,De Novo,200
m10495,False,True,False,De Novo,254
m10497,False,True,False,De Novo,184
m10500,False,True,False,De Novo,188
m10501,False,True,False,De Novo,270
m10502,False,True,False,De Novo,212
m10503,False,True,False,De Novo,174
m10504,False,True,False,De Novo,205
m10505,False,True,False,De Novo,188
m10506,False,True,False,De Novo,204
m10507,False,True,False,De Novo,189
m10508,False,True,False,De Novo,188
m10510,False,True,False,De Novo,164
m10511,False,True,False,De Novo,248
m10512,False,True,False,De Novo,184
m10513,False,True,False,De Novo,206
m10514,False,True,False,De Novo,283
m10515,False,True,False,De Novo,157
m10517,False,True,False,De Novo,171
m10519,False,True,False,De Novo,296
m10521,False,True,False,De Novo,232
m10522,False,True,False,De Novo,258
m10523,False,True,False,De Novo,177
m10525,False,True,False,De Novo,203
m10526,False,True,False,De Novo,281
m10527,False,True,False,De Novo,182
m10528,False,True,False,De Novo,188
m10529,False,True,False,De Novo,179
m10530,False,True,False,De Novo,186
m10531,False,True,False,De Novo,241
m10533,False,True,False,De Novo,190
m10534,False,True,False,De Novo,246
m10536,False,True,False,De Novo,184
m10537,False,True,False,De Novo,280
m10538,False,True,False,De Novo,197
m10540,False,True,False,De Novo,200
m10541,False,True,False,De Novo,213
m10542,False,True,False,De Novo,180
m10545,False,True,False,De Novo,182
m10546,False,True,False,De Novo,201
m10548,False,True,False,De Novo,171
m10549,False,True,False,De Novo,182
m10550,False,True,False,De Novo,183
m10551,False,True,False,De Novo,177
m10552,False,True,False,De Novo,205
m10553,False,True,False,De Novo,214
m10554,False,True,False,De Novo,202
m10556,False,True,False,De Novo,189
m10557,False,True,False,De Novo,191
m10558,False,True,False,De Novo,230
m10559,False,True,False,De Novo,189
m10560,False,True,False,De Novo,188
m10563,False,True,False,De Novo,174
m10564,False,True,False,De Novo,179
m10567,False,True,False,De Novo,190
m10568,False,True,False,De Novo,827
m10569,False,True,False,De Novo,224
m10570,False,True,False,De Novo,216
m10571,False,True,False,De Novo,262
m10573,False,True,False,De Novo,178
m10574,False,True,False,De Novo,221
m10575,False,True,False,De Novo,199
m10576,False,True,False,De Novo,214
m10578,False,True,False,De Novo,176
m10580,False,True,False,De Novo,229
m10582,False,True,False,De Novo,195
m10583,False,True,False,De Novo,220
m10584,False,True,False,De Novo,199
m10585,False,True,False,De Novo,207
m10587,False,True,False,De Novo,203
m10588,False,True,False,De Novo,200
m10589,False,True,False,De Novo,163
m10591,False,True,False,De Novo,204
m10592,False,True,False,De Novo,201
m10593,False,True,False,De Novo,191
m10594,False,True,False,De Novo,265
m10595,False,True,False,De Novo,172
m10596,False,True,False,De Novo,182
m10599,False,True,False,De Novo,191
m10600,False,True,False,De Novo,251
m10601,False,True,False,De Novo,204
m10602,False,True,False,De Novo,197
m10603,False,True,False,De Novo,205
m10604,False,True,False,De Novo,184
m10605,False,True,False,De Novo,193
m10607,False,True,False,De Novo,186
m10608,False,True,False,De Novo,190
m10609,False,True,False,De Novo,193
m10610,False,True,False,De Novo,216
m10611,False,True,False,De Novo,176
m10612,False,True,False,De Novo,172
m10613,False,True,False,De Novo,202
m10615,False,True,False,De Novo,176
m10616,False,True,False,De Novo,205
m10618,False,True,False,De Novo,199
m10619,False,True,False,De Novo,186
m10620,False,True,False,De Novo,189
m10621,False,True,False,De Novo,204
m10622,False,True,False,De Novo,466
m10623,False,True,False,De Novo,198
m10624,False,True,False,De Novo,244
m10625,False,True,False,De Novo,273
m10626,False,True,False,De Novo,210
m10627,False,True,False,De Novo,160
m10628,False,True,False,De Novo,192
m10629,False,True,False,De Novo,202
m10630,False,True,False,De Novo,211
m10631,False,True,False,De Novo,183
m10632,False,True,False,De Novo,208
m10634,False,True,False,De Novo,219
m10635,False,True,False,De Novo,181
m10636,False,True,False,De Novo,181
m10637,False,True,False,De Novo,193
m10639,False,True,False,De Novo,172
m10641,False,True,False,De Novo,209
m10642,False,True,False,De Novo,191
m10643,False,True,False,De Novo,164
m10644,False,True,False,De Novo,179
m10645,False,True,False,De Novo,203
m10646,False,True,False,De Novo,206
m10647,False,True,False,De Novo,211
m10649,False,True,False,De Novo,187
m10650,False,True,False,De Novo,195
m10651,False,True,False,De Novo,583
m10652,False,True,False,De Novo,189
m10654,False,True,False,De Novo,178
m10655,False,True,False,De Novo,186
m10656,False,True,False,De Novo,184
m10657,False,True,False,De Novo,249
m10658,False,True,False,De Novo,193
m10659,False,True,False,De Novo,283
m10660,False,True,False,De Novo,189
m10661,False,True,False,De Novo,231
m10662,False,True,False,De Novo,706
m10663,False,True,False,De Novo,185
m10666,False,True,False,De Novo,194
m10668,False,True,False,De Novo,205
m10670,False,True,False,De Novo,166
m10671,False,True,False,De Novo,182
m10672,False,True,False,De Novo,189
m10673,False,True,False,De Novo,195
m10674,False,True,False,De Novo,177
m10675,False,True,False,De Novo,186
m10676,False,True,False,De Novo,278
m10677,False,True,False,De Novo,169
m10679,False,True,False,De Novo,185
m10680,False,True,False,De Novo,174
m10681,False,True,False,De Novo,168
m10682,False,True,False,De Novo,196
m10683,False,True,False,De Novo,238
m10684,False,True,False,De Novo,252
m10685,False,True,False,De Novo,182
m10686,False,True,False,De Novo,166
m10687,False,True,False,De Novo,177
m10688,False,True,False,De Novo,272
m10689,False,True,False,De Novo,272
m10690,False,True,False,De Novo,174
m10691,False,True,False,De Novo,192
m10693,False,True,False,De Novo,180
m10695,False,True,False,De Novo,221
m10697,False,True,False,De Novo,257
m10698,False,True,False,De Novo,204
m10699,False,True,False,De Novo,214
m10700,False,True,False,De Novo,180
m10701,False,True,False,De Novo,197
m10703,False,True,False,De Novo,184
m10704,False,True,False,De Novo,183
m10705,False,True,False,De Novo,185
m10706,False,True,False,De Novo,168
m10707,False,True,False,De Novo,214
m10708,False,True,False,De Novo,222
m10710,False,True,False,De Novo,204
m10712,False,True,False,De Novo,186
m10713,False,True,False,De Novo,247
m10715,False,True,False,De Novo,256
m10716,False,True,False,De Novo,190
m10717,False,True,False,De Novo,186
m10718,False,True,False,De Novo,183
m10719,False,True,False,De Novo,180
m10720,False,True,False,De Novo,195
m10721,False,True,False,De Novo,195
m10722,False,True,False,De Novo,232
m10723,False,True,False,De Novo,264
m10725,False,True,False,De Novo,320
m10726,False,True,False,De Novo,292
m10727,False,True,False,De Novo,187
m10728,False,True,False,De Novo,189
m10729,False,True,False,De Novo,179
m10734,False,True,False,De Novo,177
m10735,False,True,False,De Novo,190
m10736,False,True,False,De Novo,197
m10737,False,True,False,De Novo,183
m10738,False,True,False,De Novo,203
m10739,False,True,False,De Novo,187
m10740,False,True,False,De Novo,194
m10741,False,True,False,De Novo,194
m10742,False,True,False,De Novo,262
m10743,False,True,False,De Novo,191
m10744,False,True,False,De Novo,169
m10745,False,True,False,De Novo,231
m10746,False,True,False,De Novo,266
m10748,False,True,False,De Novo,179
m10749,False,True,False,De Novo,199
m10750,False,True,False,De Novo,207
m10751,False,True,False,De Novo,181
m10752,False,True,False,De Novo,290
m10753,False,True,False,De Novo,210
m10754,False,True,False,De Novo,160
m10755,False,True,False,De Novo,187
m10756,False,True,False,De Novo,191
m10758,False,True,False,De Novo,270
m10759,False,True,False,De Novo,197
m10760,False,True,False,De Novo,288
m10761,False,True,False,De Novo,214
m10763,False,True,False,De Novo,165
m10764,False,True,False,De Novo,195
m10766,False,True,False,De Novo,195
m10769,False,True,False,De Novo,185
m10770,False,True,False,De Novo,182
m10771,False,True,False,De Novo,204
m10773,False,True,False,De Novo,222
m10774,False,True,False,De Novo,211
m10776,False,True,False,De Novo,200
m10777,False,True,False,De Novo,168
m10778,False,True,False,De Novo,193
m10779,False,True,False,De Novo,240
m10780,False,True,False,De Novo,200
m10782,False,True,False,De Novo,202
m10783,False,True,False,De Novo,191
m10785,False,True,False,De Novo,863
m10786,False,True,False,De Novo,251
m10787,False,True,False,De Novo,201
m10788,False,True,False,De Novo,187
m10789,False,True,False,De Novo,171
m10790,False,True,False,De Novo,181
m10792,False,True,False,De Novo,179
m10793,False,True,False,De Novo,181
m10794,False,True,False,De Novo,192
m10796,False,True,False,De Novo,867
m10797,False,True,False,De Novo,197
m10798,False,True,False,De Novo,169
m10799,False,True,False,De Novo,184
m10802,False,True,False,De Novo,176
m10803,False,True,False,De Novo,247
m10804,False,True,False,De Novo,178
m10805,False,True,False,De Novo,205
m10806,False,True,False,De Novo,343
m10809,False,True,False,De Novo,205
m10810,False,True,False,De Novo,172
m10811,False,True,False,De Novo,207
m10812,False,True,False,De Novo,221
m10813,False,True,False,De Novo,356
m10814,False,True,False,De Novo,205
m10815,False,True,False,De Novo,166
m10816,False,True,False,De Novo,238
m10818,False,True,False,De Novo,207
m10819,False,True,False,De Novo,201
m10821,False,True,False,De Novo,178
m10822,False,True,False,De Novo,186
m10823,False,True,False,De Novo,187
m10824,False,True,False,De Novo,392
m10825,False,True,False,De Novo,185
m10826,False,True,False,De Novo,175
m10827,False,True,False,De Novo,171
m10829,False,True,False,De Novo,235
m10830,False,True,False,De Novo,181
m10831,False,True,False,De Novo,197
m10832,False,True,False,De Novo,223
m10833,False,True,False,De Novo,176
m10834,False,True,False,De Novo,183
m10836,False,True,False,De Novo,384
m10837,False,True,False,De Novo,244
m10839,False,True,False,De Novo,193
m10841,False,True,False,De Novo,204
m10842,False,True,False,De Novo,188
m10845,False,True,False,De Novo,195
m10846,False,True,False,De Novo,181
m10847,False,True,False,De Novo,202
m10848,False,True,False,De Novo,264
m10849,False,True,False,De Novo,183
m10850,False,True,False,De Novo,197
m10851,False,True,False,De Novo,192
m10852,False,True,False,De Novo,220
m10853,False,True,False,De Novo,267
m10854,False,True,False,De Novo,187
m10856,False,True,False,De Novo,200
m10858,False,True,False,De Novo,180
m10859,False,True,False,De Novo,178
m10861,False,True,False,De Novo,176
m10862,False,True,False,De Novo,217
m10863,False,True,False,De Novo,192
m10864,False,True,False,De Novo,218
m10865,False,True,False,De Novo,184
m10866,False,True,False,De Novo,257
m10868,False,True,False,De Novo,167
m10869,False,True,False,De Novo,176
m10872,False,True,False,De Novo,213
m10873,False,True,False,De Novo,206
m10874,False,True,False,De Novo,198
m10876,False,True,False,De Novo,303
m10877,False,True,False,De Novo,201
m10879,False,True,False,De Novo,210
m10881,False,True,False,De Novo,211
m10882,False,True,False,De Novo,167
m10884,False,True,False,De Novo,170
m10886,False,True,False,De Novo,216
m10887,False,True,False,De Novo,332
m10889,False,True,False,De Novo,181
m10891,False,True,False,De Novo,278
m10892,False,True,False,De Novo,313
m10893,False,True,False,De Novo,198
m10894,False,True,False,De Novo,309
m10895,False,True,False,De Novo,187
m10896,False,True,False,De Novo,190
m10897,False,True,False,De Novo,197
m10898,False,True,False,De Novo,204
m10899,False,True,False,De Novo,176
m10900,False,True,False,De Novo,180
m10901,False,True,False,De Novo,247
m10902,False,True,False,De Novo,203
m10903,False,True,False,De Novo,276
m10906,False,True,False,De Novo,197
m10907,False,True,False,De Novo,174
m10908,False,True,False,De Novo,241
m10912,False,True,False,De Novo,267
m10915,False,True,False,De Novo,182
m10916,False,True,False,De Novo,176
m10917,False,True,False,De Novo,258
m10918,False,True,False,De Novo,179
m10919,False,True,False,De Novo,193
m10920,False,True,False,De Novo,267
m10921,False,True,False,De Novo,276
m10922,False,True,False,De Novo,179
m10923,False,True,False,De Novo,180
m10924,False,True,False,De Novo,194
m10925,False,True,False,De Novo,254
m10926,False,True,False,De Novo,192
m10927,False,True,False,De Novo,189
m10928,False,True,False,De Novo,224
m10929,False,True,False,De Novo,290
m10930,False,True,False,De Novo,282
m10931,False,True,False,De Novo,189
m10933,False,True,False,De Novo,227
m10934,False,True,False,De Novo,211
m10935,False,True,False,De Novo,276
m10936,False,True,False,De Novo,235
m10937,False,True,False,De Novo,197
m10940,False,True,False,De Novo,190
m10941,False,True,False,De Novo,424
m10943,False,True,False,De Novo,173
m10944,False,True,False,De Novo,261
m10945,False,True,False,De Novo,166
m10946,False,True,False,De Novo,193
m10947,False,True,False,De Novo,223
m10948,False,True,False,De Novo,194
m10949,False,True,False,De Novo,177
m10950,False,True,False,De Novo,255
m10952,False,True,False,De Novo,195
m10953,False,True,False,De Novo,214
m10954,False,True,False,De Novo,158
m10955,False,True,False,De Novo,321
m10957,False,True,False,De Novo,256
m10958,False,True,False,De Novo,197
m10961,False,True,False,De Novo,205
m10962,False,True,False,De Novo,514
m10963,False,True,False,De Novo,183
m10964,False,True,False,De Novo,171
m10965,False,True,False,De Novo,175
m10967,False,True,False,De Novo,247
m10968,False,True,False,De Novo,197
m10969,False,True,False,De Novo,189
m10970,False,True,False,De Novo,186
m10972,False,True,False,De Novo,200
m10973,False,True,False,De Novo,226
m10974,False,True,False,De Novo,205
m10976,False,True,False,De Novo,191
m10977,False,True,False,De Novo,206
m10978,False,True,False,De Novo,194
m10980,False,True,False,De Novo,200
m10981,False,True,False,De Novo,241
m10983,False,True,False,De Novo,190
m10985,False,True,False,De Novo,167
m10988,False,True,False,De Novo,207
m10989,False,True,False,De Novo,182
m10990,False,True,False,De Novo,208
m10991,False,True,False,De Novo,179
m10992,False,True,False,De Novo,173
m10994,False,True,False,De Novo,195
m10996,False,True,False,De Novo,493
m10997,False,True,False,De Novo,180
m10998,False,True,False,De Novo,259
m11000,False,True,False,De Novo,202
m11001,False,True,False,De Novo,169
m11002,False,True,False,De Novo,241
m11003,False,True,False,De Novo,192
m11004,False,True,False,De Novo,573
m11006,False,True,False,De Novo,191
m11008,False,True,False,De Novo,616
m11009,False,True,False,De Novo,219
m11010,False,True,False,De Novo,751
m11012,False,True,False,De Novo,171
m11013,False,True,False,De Novo,210
m11014,False,True,False,De Novo,185
m11015,False,True,False,De Novo,171
m11018,False,True,False,De Novo,186
m11019,False,True,False,De Novo,170
m11020,False,True,False,De Novo,169
m11021,False,True,False,De Novo,214
m11022,False,True,False,De Novo,200
m11023,False,True,False,De Novo,195
m11024,False,True,False,De Novo,300
m11025,False,True,False,De Novo,182
m11026,False,True,False,De Novo,239
m11027,False,True,False,De Novo,189
m11028,False,True,False,De Novo,194
m11029,False,True,False,De Novo,185
m11030,False,True,False,De Novo,174
m11031,False,True,False,De Novo,171
m11034,False,True,False,De Novo,184
m11035,False,True,False,De Novo,311
